ingot_max,ingot_min,ingot_len,ingot_maxmin_diff,oil_pressure_max,oil_pressure_len,mould_mean,mould_maxmin_diff,bucket_mean,bucket_maxmin_diff,label
499.9464897260274,301.8490261501736,210,198.0974635758538,124.54833984375,210,353.804606170709,258.4616287516059,420.09242621171484,4.473418473078027,A
483.43637827280406,301.9992776113013,96,181.43710066150277,106.78117081925676,96,344.0259442367754,16.001626330112515,414.94959414434453,1.6370056245243632,A
305.0345755912162,301.7675112371575,197,3.2670643540586752,120.7693439640411,197,331.3384331103831,21.709703419306493,412.00545142760143,2.5618751571930716,A
497.5056393045775,301.78288640202703,147,195.7227529025505,105.7175727739726,147,312.1277693909757,12.509024002545686,408.8750064215709,1.5457120936234219,A
304.3848325128425,301.8517899186644,66,2.5330425941780845,112.57423194679056,66,306.27699646415476,12.704064538170996,406.35887221465447,0.730833288741394,A
303.099582619863,301.685573630137,95,1.4140089897259713,4.235003745719178,95,150.5301815599462,2.5417380136986196,404.41635105216784,2.4214845196224246,A
502.2715393926056,301.8705185145548,156,200.40102087805076,4.257076733732877,156,174.94090213406872,265.4329866976352,403.3217731764111,1.4692060224286934,A
511.5366617838542,301.61534139554794,134,209.92132038830624,171.87878246038733,134,383.14095212848724,23.118073517853816,401.9941263268235,1.4519585503471717,A
509.6830185145548,301.6905088682432,163,207.9925096463116,185.85556239297944,163,364.02554373656307,13.997623503219643,402.22967899075917,2.3490452875284973,B
516.9369904891304,301.8822238869863,126,215.05476660214407,185.43216235017124,126,346.69567526570256,11.464504665798586,409.63978569951104,6.175611413043498,B
514.3280029296875,301.8336940456081,150,212.49430888407937,185.10608411815068,150,338.43260685129286,8.723405579635141,417.73701494139493,7.329678244168804,B
503.9892578125,301.7186124559859,185,202.27064535651408,174.04250053510273,185,333.28512547406643,8.931175940294338,425.3073738166625,8.271088471283747,B
494.453125,301.7206897474315,152,192.7324352525685,177.88821703767124,152,329.3718421271804,4.2153419649843045,431.3596319354154,4.450147587120512,B
507.5502996575343,301.732395119863,118,205.81790453767132,183.4417638644366,118,327.3753500016794,2.499933112157521,436.2400481859105,1.4228164123630336,B
496.7696516481165,301.9191432643581,106,194.85050838375838,184.7609428510274,106,326.7919034452385,8.843876312138036,439.38290267836703,1.5732020547945353,B
501.1376953125,301.7768755351028,104,199.36081977739718,150.96920483732876,104,325.827372939022,7.898618097174676,441.30978758494007,2.5117639961390523,B
303.371147260274,301.8179630887681,128,1.5531841715058476,171.1017765410959,128,325.9364494099733,3.1755003210616337,442.2281942451177,0.60302734375,B
510.6831318623311,503.2536687077703,69,7.4294631545607785,165.09290721318493,69,326.2216704156304,2.8728328339041127,442.89901758329626,1.4341295758515002,B
497.96778719190144,301.7540825737848,138,196.21370461811665,182.30482127568493,138,325.5833654620894,8.289921391117673,443.24196133824444,0.4575128424657464,B
504.20196963028167,301.75645616319446,158,202.4455134670872,182.38492398648648,158,326.0974134733944,8.106806506849352,444.02787387733275,1.5691887842466485,B
513.2133588398973,301.8336940456081,162,211.37966479428917,161.8210883989726,162,326.004023369835,4.0000141530796895,444.21099358603993,2.526642330109098,B
512.7523886190878,301.9006677576013,163,210.8517208614865,177.6458740234375,163,327.39749655385845,3.378556017824792,444.46015630759143,1.7396901467927819,B
510.7477961359797,301.7990524704392,164,208.94874366554046,181.5654032939189,164,328.29626857171485,2.9328972162913374,444.2121241009145,1.5740245944789422,B
303.15185546875,301.708984375,60,1.44287109375,167.46568276848592,60,329.3114596763323,2.499933112157521,444.1266417183076,1.3592694256756204,B
501.4916314019097,301.7597920185811,159,199.73183938332858,180.96822102864584,159,329.6693940682423,5.055590391665078,444.15248155013734,2.4188361226166535,B
501.1170269691781,301.5819652660473,161,199.5350617031308,184.87890625,161,330.58609939009875,9.394397474315099,444.4370883630157,1.4528039383560554,B
496.804767765411,301.7919921875,162,195.012775577911,179.90010579427084,162,331.1182843913902,8.89239969716067,443.9239142512501,1.5049764554794933,B
507.2282120988176,301.7956041309931,170,205.43260796782448,176.8630569045608,170,332.0820682198256,3.5394119889768945,443.49218285600904,1.4985420334506898,B
496.7041015625,301.78389875856163,184,194.92020280393837,187.4267578125,184,332.3187800131442,8.931199165239661,442.87569045044444,1.7598191352739718,B
303.52628466109155,301.98523116438355,47,1.5410534967080025,120.88521321614584,47,376.4069330640612,2.473619249131957,439.296368317025,0.6299817884290633,A
303.5793728298611,301.7277129708904,74,1.8516598589706632,112.74732506793478,74,376.6343648095532,3.0465043952954147,438.52753167977886,1.641845703125,A
457.3001437717014,302.0086419092466,72,155.29150186245482,117.85069295804794,72,376.59390793850656,10.079719160245475,438.5642048033537,1.4609869414970262,A
303.5912082619863,302.0530906883446,12,1.5381175736417276,131.50082940924656,12,383.219032247979,1.9473076418701112,440.33592781602925,0.4475974300194139,A
303.60041437922297,301.8614073057432,24,1.7390070734797405,118.69419642857144,24,385.6613717628775,2.026711047535173,443.29885770422925,0.48092358732867524,A
525.4735659246576,301.728515625,145,223.74505029965758,144.78125,145,387.00878896291374,3.5873802888398245,444.3581746527692,2.4150970319633984,B
533.729722764757,302.07966549295776,121,231.6500572717992,125.21379743303572,121,387.50598271175716,10.295471493445461,446.21243300894713,1.3025165117416577,B
302.60145399305554,302.034166124132,20,0.567287868923529,4.110592358732877,20,155.0480314339889,1.6100084459459367,446.2250328056301,0.4356070740582254,B
520.5481487771739,301.56982421875,178,218.97832455842388,127.56682095462328,178,225.0386619771906,262.9962829659545,445.04994807408366,3.4046194439754345,B
494.3091823630137,489.47094066722974,44,4.83824169578395,128.9495763644366,44,374.6041395320894,6.055795641867746,438.403950212255,1.3967877254967789,B
304.15210992517603,302.0037222599637,113,2.14838766521234,139.87377269847974,113,290.09438987645945,208.6742504222973,435.65326796391315,2.5472748406583605,B
303.4296741224315,301.6949379280822,156,1.7347361943492956,4.475799978595891,156,228.52203253548913,4.594516860074947,432.61587634409284,3.482761325778938,B
303.5302734375,301.81730028609155,131,1.7129731514084483,4.395534567636986,131,225.5440884603691,3.153784997205605,427.49975778824825,3.445013131710539,B
302.78353756421234,301.8960488809122,39,0.8874886833001483,4.400469805743243,39,222.71386022337282,2.094990498310807,422.7922346188063,1.3603362738503506,B
303.3847384982639,302.0086419092466,50,1.3760965890173225,4.283650716145833,50,219.57676547233922,2.5499131944444002,419.68829782342885,1.540596993477834,B
302.48046875,302.4272197001689,3,0.05324904983109491,4.247000558035714,3,216.33652782944773,1.1630588107639142,415.28445385256913,0.3446064298114493,B
303.1146841989437,301.68287489149304,142,1.431809307450635,4.2816162109375,142,213.64241781856197,3.18316810703746,411.12481041523813,3.2803682109782244,B
303.19790774828766,301.59582189611484,168,1.60208585217282,4.261271158854167,168,209.5211862630544,3.8960774739583144,406.7459175116877,3.3354423415492533,B
303.3509950380068,301.74072265625,235,1.6102723817567721,4.359457526408451,235,206.5982719618816,4.449288766305415,323.4215988583599,304.2530681735964,B
302.78821971318496,301.64343428938355,123,1.1447854238014088,4.124638805650685,123,202.21104877564204,3.025948660714306,100.69563665520084,0.43477097602739434,B
303.1440630351028,301.62704676797944,377,1.5170162671233811,4.284166309931507,377,198.55886158567455,5.640387972096278,100.68843909005331,0.4702982995099205,B
302.4068196614583,301.8354023972603,4,0.5714172641980326,4.024251302083333,4,193.31814174596389,0.38664763396207036,100.6780498300165,0.05632463518207942,B
302.345756635274,301.9733072916667,3,0.3724493436072862,4.0283203125,3,190.98491604832574,0.4125419163812296,100.6493887937595,0.06287457191780277,B
302.7624678938356,301.692369249132,19,1.0700986447035916,4.048665364583333,19,189.82763698308992,1.861572265625,100.68696491492392,0.22605931814845803,B
302.8839111328125,301.7253718964041,68,1.1585392364083873,4.268678477112676,68,188.12186115432002,2.197265625,100.68876177683326,0.3272153253424648,B
302.9171413845486,301.7651701626712,40,1.1519712218773748,4.111595676369863,40,185.59628508287756,1.9430918236301409,100.68134411157521,0.31135335127201813,B
302.6466163429054,301.58724850171234,46,1.0593678411930796,4.173801369863014,46,183.89359232049728,1.5514360710292294,100.69776165189585,0.36436700238337494,B
302.9385036892361,301.8236970248288,14,1.114806664407297,4.106511296452703,14,181.96023152807538,1.3927744549488636,100.70771065495146,0.3016641695205493,B
302.81982421875,301.561496682363,140,1.2583275363870143,4.210924122431507,140,180.4088739058026,2.684849861415131,100.68276774369063,0.25953068495432774,B
303.0714897260274,301.5474502354452,178,1.5240394905821972,4.172798052226027,178,178.69111115793268,2.540065817636986,100.6975501077,0.3664308840089916,B
302.89141680743245,301.6247056934931,96,1.2667111139393228,4.128766741071429,96,177.07970231634508,2.4227212766155333,100.70325983821317,0.3701708916517674,B
495.66977163461536,441.87586805555554,33,53.793903579059815,180.9469353170956,84,381.9128599179273,13.890116577828906,412.4041135148469,3.7385516826922185,B
484.5712738037109,472.1030578613281,49,12.468215942382756,196.0632061298077,160,359.86751195324626,19.7011675153459,412.90303036429833,5.711940575509004,B
486.363037109375,393.2566189236111,62,93.10641818576391,197.17654239430144,175,340.68783328537427,19.039096254290996,417.3491381930861,6.551811361381681,A
495.9993785511364,401.4532165527344,149,94.546161998402,197.2562144886364,176,329.1820721950633,13.517980441241207,421.2517311671474,5.446201869419724,A
500.2220200047349,444.4859054337687,162,55.73611457096615,197.2562471277573,170,321.68158038324356,9.125890960006473,422.89187978229927,3.8978125870958706,A
496.31392728365387,353.50018310546875,123,142.81374417818512,198.5139508928572,149,318.37116070728973,5.336391487249159,423.93984288682185,5.123666616586547,A
500.3736129981884,445.8743489583333,128,54.49926403985506,197.19883978544777,141,317.4853046689204,12.613629011387161,424.703558411528,4.571886204961515,A
495.4267578125,481.85731336805554,61,13.569444444444457,195.575985179228,140,318.9080995056913,12.774247389573304,425.6597985598218,3.7347565979515593,A
511.7867690577651,400.8577423095703,122,110.92902674819481,194.7957000732422,136,319.1937909772896,7.232897688060689,426.1752452175847,3.215680803571445,A
496.12934027777777,363.77392578125,50,132.35541449652777,194.14678485576923,135,320.9814699790747,3.448486328125,426.82382340184216,4.941129168580346,A
487.775390625,363.9817991394928,77,123.79359148550719,192.9333814538044,137,321.6015080345716,7.665666852678555,426.83536693123824,4.918101777643415,A
495.12646484375,474.9221297554348,156,20.20433508831519,195.11307719216416,141,324.55373266531194,4.3783041147085555,426.4697171454243,5.452134352463929,A
489.5221449908088,398.28658353365387,131,91.23556145715492,195.95155334472656,140,324.7094995606444,4.287526227425815,425.1954858831124,1.760179792131737,A
485.9469651442308,420.21150143045776,56,65.73546371377302,195.81617647058823,140,326.07115534278404,4.778355596226675,424.87679906872313,3.7786631579716072,A
495.4476964613971,343.6226679104478,136,151.8250285509493,194.36769104003903,139,328.2826556792964,5.201339721679631,424.9369695343109,3.815277099609375,A
493.1956881009616,334.5775792738971,138,158.61810882706453,194.5701851222826,136,327.7809458836723,6.307949862637372,424.0117554528567,4.832624352496623,A
498.7601102941176,381.98681640625,114,116.77329388786762,193.5494384765625,133,329.20896983620986,4.341709934653181,423.41795379265375,5.037013673222873,A
499.6780359604779,398.98052978515625,125,100.69750617532168,194.0518341064453,123,332.745027016376,7.018047830332819,423.23975515223657,1.6903540767840468,A
502.6875,492.8193359375,115,9.8681640625,193.613525390625,128,331.17796983274326,4.635129656110507,422.69493268225597,3.812779017857167,A
502.81332632211536,470.8993988037109,106,31.913927518404478,189.878173828125,126,332.1379944086878,5.297968937800476,422.8582436338337,1.8466646709138672,A
493.2456430288461,399.4717079936594,61,93.7739350351867,188.9981231689453,127,332.05076381559394,4.859554233835695,422.40185290828606,3.5440290178572127,A
506.0029296875,354.039453125,63,151.96347656249998,189.1726792279412,126,332.93839040103495,4.456560376664299,422.61572313766175,4.346731434697745,A
500.8782301682692,346.02584134615387,113,154.85238882211536,191.00413161057693,128,333.6654215850367,12.029060950646056,422.67839452798694,4.225027901785666,A
492.0562762360075,453.42236328125,93,38.63391295475748,191.12799944196428,131,334.47037492106705,3.507909733495751,422.4057283570501,5.343394669566635,A
493.51645132211536,446.31787109375,102,47.19858022836536,192.1367652529762,130,335.4982798683413,4.63624563276403,421.6599933875212,3.974792767018812,A
497.05562279929575,485.1747589111328,118,11.880863888162935,192.48193359375,131,337.1686670725722,8.07249391233762,422.0085632428266,1.8161097092821592,A
494.2997616038603,428.26742788461536,84,66.03233371924495,192.5115399427817,129,337.25554637594604,9.885012448488908,420.9943528210062,4.187692751466557,A
494.2077026367188,339.9254557291667,78,154.28224690755212,192.2073284646739,128,338.0499387143326,12.063638487858555,420.6717433871536,4.030512249658955,A
504.0611979166667,486.22265625,120,17.838541666666686,190.8540802001953,127,339.28783633562574,3.5947854178292573,420.74743523966583,0.8291320800781818,A
505.0599609375,362.77973090277777,114,142.28023003472225,189.86090959821428,125,339.82144617615074,3.365256569602252,421.2115240266328,1.7109759155021607,A
507.7939601089015,396.6493682861328,116,111.14459182276869,189.8534007352941,125,341.2776095465703,3.6457679301807957,421.19209040686343,6.779436383928555,A
510.05679086538464,463.5264237998188,124,46.53036706556583,189.47393329326923,126,341.00713463408556,4.539545031561374,421.41879983576996,5.63325233416947,A
506.0030059814453,400.1849492770522,84,105.81805670439309,186.80014436141303,112,342.3351856842607,3.6425234666511415,421.2220246677904,5.086979643620339,A
499.1940104166667,345.75634765625,46,153.43766276041669,196.62308933423915,171,342.44821070135555,4.945214715085626,420.7527576037475,5.022772780987509,A
498.712890625,328.9388732910156,153,169.77401733398438,198.5328730193662,196,342.8523761236924,4.910565804744124,421.1226794972413,4.68331473214289,A
493.66399173460144,364.4670973557692,182,129.1968943788322,198.86407470703125,214,342.14848647917967,6.506121196444099,421.22359537867993,7.865399857162799,A
502.140625,387.71435546875,150,114.42626953125,198.8801618303572,204,340.82129402394827,5.154726435536247,421.48712049400257,5.263530344202877,A
504.78802490234375,365.4688251201923,184,139.31919978215143,199.972265625,190,340.40429848592174,10.753036459998384,421.4391878249779,4.312838387269437,A
506.81171875,352.0502166748047,22,154.76150207519532,199.23028564453125,172,340.6718934055891,5.114350818452408,422.74053019932745,4.854712853064768,A
507.8411316802536,452.00390625,3,55.837225430253625,195.76730346679688,164,340.5787272466707,4.599598475865037,424.2311205391238,4.642376001330376,A
448.3088269589553,419.18125915527344,23,29.12756780368187,194.1756036931818,161,341.337046882504,8.224458836797453,425.93559663195174,5.033172123015845,A
511.1373948317308,334.6666412353516,64,176.47075359637915,196.5604137073864,168,342.2273559558884,4.942289540465424,426.79333836010454,4.458233071149891,A
484.4030456542969,353.9701538085937,3,130.43289184570318,198.9289997799296,185,343.49642904307484,8.935285762032152,427.04545526929905,4.571386152392336,A
501.54298400878906,430.5048828125,46,71.03810119628906,198.18226841517856,182,343.3710916929471,5.060954670329636,427.39633086981246,5.568204581876387,A
494.7091966711956,403.2899639423077,75,91.41923272888795,198.58941650390625,183,343.7212301714959,12.557000824899376,427.9077528434333,3.648715549045164,A
483.4487373459507,343.9538892663044,3,139.49484807964632,199.49004836309524,181,341.9336501382346,4.9194648537531975,428.01749881674107,4.875179006092594,A
502.4504957932692,380.6543426513672,49,121.79615314190204,199.0379585597826,184,343.8577243433152,4.305346034473587,427.6699029302543,5.862344595102229,A
501.46376953125,493.1904296875,58,8.273339843750023,196.66820126488096,173,343.578196400265,3.6670639935662166,427.9081133989318,4.94537353515625,B
511.0240642490672,402.59302497632575,19,108.43103927274143,195.4880022321429,165,344.783596685025,3.948628823904812,429.1097132648851,4.163629236355575,B
505.3060607910156,432.4819641113281,3,72.8240966796875,194.05984497070312,161,344.5337561027942,5.836727518430905,430.07965011214975,4.578147240553847,B
496.2511138916016,432.9038696289063,3,63.34724426269531,195.1321563720703,172,345.3855528498434,3.7155073500331923,431.0361303587268,4.852534052151327,B
495.61918569711537,423.0852614182692,42,72.53392427884614,196.35324096679688,174,345.7289486773882,3.9392341126082897,431.8884513823742,3.6801978403539692,B
497.0948016826923,344.0539362980769,44,153.04086538461542,197.50680541992188,177,346.3033214292547,4.395856584821388,431.0757681076885,4.715922341417922,B
498.6745357789855,493.2779504024621,56,5.396585376523376,197.5325055803572,179,346.0611767086938,5.120556171123781,430.14813900372866,4.9820766887289665,B
502.94772518382354,497.7047776442308,30,5.2429475395927625,196.85220336914065,172,346.87135737698725,12.151740579044144,430.7552212083292,3.9239940374669118,B
509.48383246527777,399.68212890625,60,109.80170355902777,196.3623962402344,165,346.7816868433132,4.126107514794171,431.0059411176795,4.758887116265271,B
512.4090270996094,326.6237335205078,68,185.78529357910156,195.4384765625,163,347.69731780334456,3.087517371544493,432.0242129044868,3.9810534871598406,B
500.67520356514086,352.49106069711536,4,148.1841428680255,193.5830078125,158,347.22850692355433,5.073642560717474,432.0804625608322,1.7795246109189975,B
500.84157824160445,335.20069885253906,47,165.6408793890654,193.07455842391303,160,347.2310475979126,7.714810578719437,433.0445306777371,4.648141299976999,B
501.662109375,380.8279113769531,42,120.83419799804688,195.8761858258929,174,347.6086331856923,4.936290922619037,433.59656079571266,4.193608901079983,B
447.2891499533582,330.3078941231343,53,116.98125583022392,188.7800958806818,97,363.6542403462495,15.298749766591982,409.18268944454013,2.8631653448547922,B
501.7005597014925,407.9391470382463,53,93.76141266324623,198.8648262593284,179,339.75239419264784,21.639737215909122,408.1457435198879,5.590212997512424,B
501.6735265395221,415.003876657197,48,86.66964988232507,197.35516266324623,194,320.22848594950096,15.193475096110319,413.0230487895352,5.273669383904348,A
513.3999467329545,433.4030142257463,121,79.99693250720821,202.5313083022388,158,312.41472477463435,8.503017140858162,419.41612603453575,4.77462121212119,A
505.9632753314394,444.9144268889925,28,61.048848442446854,201.37036497201493,137,307.13931251440295,5.900893260967905,421.5842132489572,4.640769872229782,A
517.4471324573864,408.4926539179105,116,108.95447853947587,197.68212890625,133,305.5968501209338,6.76151160037881,423.56907783819224,3.9800606343283107,A
514.1197916666666,382.40896105410445,77,131.71083061256218,194.56955788352272,131,307.31604182705087,5.148540412285172,425.36636124006145,2.0692767518939377,A
511.68060487689394,486.1960227272728,77,25.484582149621133,201.3888494318182,146,310.7438578569354,5.2162284281716325,426.4158832119292,0.8759911380597032,A
513.9369898554105,372.8204456676136,123,141.11654418779688,197.5060197061567,133,309.1069929392411,3.4684587096477912,426.388374068341,4.068270596590935,A
512.712642840485,377.1312902113971,134,135.58135262908797,197.6932875689338,130,308.413087485703,2.885298295454561,426.4015119610549,3.7614060956027515,A
512.2862189797794,482.9074451958956,146,29.378773783883787,194.52823285914172,129,307.92223565836633,3.317761777052226,427.3485940666197,4.189015858209018,A
511.8524370335821,383.78125,114,128.07118703358208,193.05810546875,130,309.0221118752952,3.545918975788709,427.4317312478091,0.8389559659090651,A
512.0162954757462,432.0755948153409,120,79.94070066040535,193.3455255681818,123,310.1160720046061,3.8807427705223176,428.50519465414976,1.3257575757575637,A
517.891941236413,485.7387476679105,129,32.1531935685025,194.6987669076493,128,311.2010301059739,3.09783093587464,428.47336078664915,0.9248192630597032,A
516.1446792140151,365.6654034514925,103,150.4792757625226,190.59995918843285,127,312.7641615977812,3.2745132204743186,428.9392696897194,8.607418393493731,A
518.0895668143656,482.1906920475746,104,35.89887476679104,189.38156960227272,124,312.9689885889974,4.128527285447717,429.4308522961638,4.04398903917911,A
511.95256491268384,434.6271456866197,18,77.32541922606413,190.1981984608209,125,314.1040499208297,8.83764769900489,429.55685382829904,3.7478479614793514,A
497.9439956202651,448.7813228777985,122,49.16267274246661,187.9866388494318,108,315.6973287051515,3.6518402306648454,430.4842914572882,3.9600793087121247,A
516.587461529356,323.668362290112,88,192.91909923924402,193.83625816231344,130,316.32913564884603,3.526657022894369,430.3869585910285,1.894093983209018,A
508.3075443097015,428.7042347301136,96,79.60330957958786,194.51518110795453,131,317.85714996866085,13.26375932835822,430.0646994528803,5.023685624271593,A
506.9020959654851,365.3293201958956,120,141.5727757695895,194.5051935369318,134,319.671629870975,11.762476679104452,429.4758652715029,3.796480576520821,A
506.71334246735074,322.4950297341418,99,184.21831273320896,191.9503603653169,142,318.6703420775116,5.400244869403025,429.50790578578335,3.948064630681813,A
514.2052408854166,497.0661991003788,133,17.13904178503782,192.7419980177239,146,319.6623364129356,4.062937266791039,429.4195457656919,5.294483724841712,A
513.3714636600379,372.9084842566288,122,140.46297940340907,192.6687558302239,141,322.12261519685603,4.788485440340878,429.4686740831229,3.563724347014954,A
508.741669625947,348.8593021222015,153,159.8823675037455,192.52336462220148,142,319.4464825937622,4.259707322761187,429.3958597922357,4.288683535447774,A
513.74951171875,454.5432559742647,129,59.206255744485304,192.83339293573945,153,321.5336796585599,5.781615493201571,429.50169741660676,1.6586986940298516,A
517.5403497869319,427.1324869791667,101,90.40786280776518,195.78249289772728,136,321.2451447039438,4.105007632293109,429.30923077258257,1.6241369501922236,A
516.1496294806985,462.3582800662879,52,53.79134941441066,194.7557262073864,150,320.7509440806159,4.1746534108576725,429.2152496766338,1.691446287321753,A
506.47612523320896,370.2880415482954,160,136.18808368491358,194.2636864505597,180,322.21595533484924,3.2546838340259114,429.45897947783476,3.9929745802238017,A
499.2116662779851,363.40097364738807,157,135.81069263059703,198.22389914772728,176,322.40814802322245,3.1150289921133094,428.76471300182726,1.710699146729553,A
496.6481897154851,453.4899574393657,160,43.158232276119406,199.8497697061567,245,321.4032703344845,5.854985768953554,427.49177534011375,4.965893190298516,A
499.3825647154851,342.04121968283584,263,157.34134503264926,207.73915578358208,291,322.14392848373865,5.6052403707592475,424.6417467120748,3.178929570895548,A
505.8234493371212,382.7972892992424,270,123.02616003787881,208.85622336647728,335,318.0956713401374,4.914526845894613,422.427883308918,4.546756628787875,A
525.9202862639926,322.61181640625,316,203.30846985774258,210.8238106343284,161,318.1578496361278,9.754693330223859,420.0193099066984,6.053064312669619,A
509.6427704782197,426.29925081623134,14,83.34351966198835,201.86338327891792,157,319.26103292719944,10.508978544776141,420.25518476328153,4.648145988805936,A
511.7051072761194,391.92825909514926,31,119.77684818097015,196.4017223011364,180,319.57507090857473,4.427146630951768,422.4836799670171,7.085245823439664,A
519.7231889204545,349.6627798507463,136,170.06040906970821,197.3165642233456,192,320.2986032640592,3.9575935132575637,424.3429707792065,4.226883852832771,A
515.0027669270834,357.9934409981343,123,157.00932592894907,191.9658494636194,136,320.912540448876,3.872514204545439,424.41752993932215,4.765181107954561,A
507.12911030783584,397.3650864109849,120,109.76402389685097,198.0909926470588,197,322.1475665000333,4.191605228474089,424.3370820021399,4.660866477272748,A
