ingot,oil_pressure,mould,bucket,discharge,original_label,label
"[439.27663352272725, 440.50932835820896, 439.476015033144, 440.81796583488807, 440.1466619318182, 440.3358791977612, 439.45332905783584, 439.20590893190297, 439.9187973484849, 439.6028941761364, 439.9073577425373, 439.5400536380597, 439.1627012310606, 439.4201696595149, 439.1135031960228, 439.0299090485075, 439.31814074160445, 439.58735795454544, 438.6497012867647, 438.7416773554105, 439.1264500473485, 437.8234170942165, 439.2212132695896, 438.8260830965909, 439.02480760261193, 439.0772520123106, 438.2850979477612, 438.76393821022725, 438.4381413246269, 438.3965393926056, 438.23286201584506, 439.1114244058099, 438.27489505597015, 437.7545475746269, 439.06689453125, 437.0520267210145, 438.1847216109155, 437.501953125, 436.7852728544776, 437.3164802320076, 437.1729827425373, 437.0556494869403, 436.9358428030303, 436.33251953125, 437.1627798507463, 439.8385268702651, 447.2891499533582, 444.8047458022388, 447.2078746448864, 439.7747201492537, 436.1227805397728, 436.022606693097, 330.3078941231343]","[132.76964128521126, 136.67179361979166, 144.84841274207747, 168.47536399147728, 180.12575792910448, 184.56645063920453, 186.65874885110293, 188.7800958806818, 188.041015625, 186.9441021126761, 185.72580600792253, 185.5236163072183, 184.07940415933092, 183.5453404017857, 182.96799207089552, 182.67768998579547, 182.40938374533584, 182.1426510027985, 181.88978160511363, 181.05494986007463, 181.3726473721591, 180.9795059419014, 180.3251103940217, 180.52695020988807, 180.3323664878732, 180.13341009794777, 179.46058238636363, 178.70792035914178, 178.54503847947765, 180.7445401278409, 178.4597714552239, 178.22545276988637, 178.2979827425373, 177.91428113339552, 177.94580078125, 177.97112581623134, 176.95010785914178, 177.03804154829547, 176.7773874766791, 176.91949918376866, 175.98268821022728, 176.00889109141792, 175.73013351212686, 175.5476740056818, 174.80859375, 175.4588955965909, 175.37813374533582, 174.72223355876866, 174.8019353693182, 174.42240767045453, 173.91984899720148, 173.64327775186567, 173.38148082386363, 172.92069437966418, 171.7061858675373, 170.26211229011193, 169.58509410511363, 168.895653568097, 168.2244490438433, 167.87278053977272, 167.97630013992537, 167.6486150568182, 167.14479758522728, 166.94325734608208, 166.40104652518656, 166.48117897727272, 166.2130218050373, 165.6965997869318, 165.61131376378677, 165.61447975852272, 165.91240088619404, 165.45356889204547, 165.38986707089552, 164.4148615056818, 164.69895241477272, 164.70663770988807, 164.08638139204547, 164.0070108442164, 163.85068796641792, 163.3428622159091, 163.3915578358209, 162.93226207386363, 162.97788783482142, 162.2664240056818, 162.6613222947761, 162.27641157670453, 161.62390683302235, 161.4861677938433, 161.49295774647888, 161.32656541511193, 160.80823863636363, 160.33506296641792, 160.09912109375, 160.32194496268656, 160.0170010653409, 159.96304859834558, 71.50467354910714]","[371.4988858934859, 370.0756157769097, 370.8868150308099, 370.8171312736743, 369.8444059001866, 369.740693063447, 369.6434828814338, 370.4564689867424, 368.71049360795456, 368.8907075264085, 370.3074108714789, 369.9583929357394, 369.9652701364437, 368.9292689732143, 368.5089202425373, 368.6901485558712, 368.6073052705224, 368.70751224347015, 368.7141927083333, 368.55811275652985, 367.3473751183712, 367.97947843309856, 366.7044553894928, 367.2645318330224, 366.76714085820896, 367.4631238339553, 366.7684659090909, 366.24788654384326, 367.0732276119403, 366.59090909090907, 366.2879693330224, 366.3245738636364, 366.3408057369403, 365.5318621735075, 365.7179214015151, 365.5355060634328, 365.01807369402985, 364.28636955492425, 365.19844624533584, 365.2640362639925, 365.0631806344697, 365.8798536613806, 364.58809468283584, 364.6507309422349, 363.9686333955224, 363.7795928030303, 363.7755072294776, 363.71538304570896, 363.3264530066288, 363.41708096590907, 362.4327337919776, 363.0995656483209, 362.0243696732954, 362.7643277751866, 362.6786963619403, 362.0173303404851, 361.2771513967803, 362.011864505597, 361.59646105410445, 361.5878758285985, 361.1464406483209, 361.1865234375, 362.2222715435606, 361.2466476212687, 361.4033348880597, 360.9127900094697, 361.1409748134328, 360.6039151278409, 360.90647977941177, 360.4041637073864, 360.9788217117537, 360.3024384469697, 360.5324451958956, 358.9689127604167, 359.5626183712121, 359.2589056669776, 360.00466086647725, 358.91820195895525, 359.49758045708955, 359.3443714488636, 357.6337307602612, 358.6027018229167, 358.56898716517856, 358.6637369791667, 358.6266907649254, 358.89493075284093, 358.99654559235074, 358.48457905783584, 358.3393623459507, 358.75240496735074, 357.7038204308712, 357.58453824626866, 356.20013612689394, 357.40052180503733, 356.5127101089015, 357.3197667738971, 356.75537109375]","[410.3407240316901, 410.6897515190972, 410.3943661971831, 410.1984493371212, 410.3584713152985, 410.6031309185606, 410.1820427389706, 410.6364228219697, 410.32347892992425, 410.57523657570425, 410.4170609595071, 410.0236850792253, 409.4673195422535, 409.3811383928572, 409.3206914645522, 409.3580137310606, 409.1173624067165, 409.2099172108209, 409.2603574810606, 409.2193913246269, 409.5104166666667, 409.5003301056338, 409.4219599184783, 409.7135027985075, 409.2762360074626, 409.31777635261193, 409.5037582859849, 409.1210062966418, 409.4489563899254, 409.4031427556818, 409.3957555970149, 409.0413707386364, 409.28206623134326, 409.3972131529851, 409.0583866003788, 409.396484375, 409.1559876399254, 409.4556699810606, 409.2944554570896, 409.46426072761193, 409.3409978693182, 409.5305795242537, 409.3928404850746, 409.47194602272725, 409.4730060634328, 409.3372987689394, 409.15234375, 409.4183477145522, 409.5636837121212, 409.61547111742425, 409.2215776585821, 409.4278218283582, 409.2721946022728, 409.39794193097015, 409.48612406716416, 408.654588386194, 409.15308357007575, 409.29372667910445, 409.3804512593284, 409.4815636837121, 409.5181902985075, 409.36615175189394, 408.9488932291667, 409.2412546641791, 410.49985424440297, 409.3787286931818, 409.3316231343284, 409.05394767992425, 408.2928251378676, 407.8265861742424, 408.5183069029851, 408.22017045454544, 408.215135261194, 408.3866299715909, 408.2371863162879, 408.1808826958956, 408.21869081439394, 408.3856693097015, 408.1692222481343, 408.49908262310606, 408.6487581623134, 408.3829308712121, 408.3989955357143, 408.49242424242425, 408.2712511660448, 408.3333629261364, 408.40097364738807, 408.7558885261194, 408.0684969190141, 408.1612056902985, 408.4391571969697, 408.3200792910448, 408.3082090435606, 408.43303987873134, 408.4998224431818, 408.5032169117647, 408.5126953125]","[504.7012626540493, 505.03335503472215, 504.5700456646127, 502.7330078125, 503.38577425373126, 505.6267400568182, 505.8194479549632, 508.1950254498106, 509.0184451941288, 508.4628163512324, 510.4237813600352, 510.25976012323946, 509.6109650088029, 508.4337611607143, 508.6851562499999, 505.43068773674247, 495.8499912546641, 509.7859753964552, 514.1746212121212, 507.1633220615671, 515.0882250236742, 520.5493590448943, 522.8735478940217, 525.946772971082, 526.727002681903, 530.6320137593283, 529.8431226325757, 532.2388234608209, 533.2778422341418, 533.2897224195076, 534.4018365205224, 533.7680900804925, 535.3906424906716, 538.0557835820895, 538.818397845644, 537.2176160214551, 537.3952920942163, 539.2105024857955, 540.0179454291044, 537.7699568563432, 540.0966589725379, 539.8634444962686, 539.662593283582, 538.7948715672348, 540.7325122434701, 540.112343158144, 540.5702862639924, 540.3694350513059, 541.6964459043561, 540.7279474431818, 540.8947382229477, 541.3736911147388, 541.9199455492425, 542.3663596082089, 542.0998454990671, 543.5985045475745, 541.8297614820076, 540.8677005597015, 541.8178812966418, 540.4770004734848, 541.2114651352612, 540.0182380445076, 542.2649976325757, 541.5899924207089, 538.9325763759327, 540.6495265151516, 541.586129897388, 540.8651840672348, 540.775, 538.0067412405303, 540.3114972014924, 540.2299745501895, 540.701612056903, 539.2301077178031, 540.4966057054925, 539.1102524486939, 539.6692649147727, 539.3806290811566, 538.4613485307835, 538.8850556344697, 539.2879285214551, 539.6496596827652, 540.1206333705358, 538.83408203125, 540.4659981343283, 540.6573686079546, 539.6587307602612, 538.113721431903, 539.6523657570423, 538.7510377798507, 539.5163441051136, 540.5625612173507, 538.422372159091, 539.5467175839551, 540.8416577888257, 539.9948270909927, 538.7675362723214]",XB,B
"[407.9391470382463, 465.29203657670456, 464.0750325520833, 463.6902985074626, 463.08577716884326, 464.222626657197, 463.5194000699626, 463.9326171875, 464.0457117417279, 462.547304095644, 462.6674586054105, 463.1583954782197, 462.5832847481343, 462.9978545217803, 463.83422111742425, 461.8971402751866, 462.0320194128788, 462.30780666977614, 462.8281541511194, 461.2189571496212, 461.9405025652985, 461.21636777935606, 462.169921875, 462.2521158854167, 460.9023583255597, 462.052734375, 461.4303579757463, 462.1241546175373, 460.2354340889085, 460.2468225279851, 460.5586677320076, 461.1370248367537, 459.7171223958333, 460.3692572294776, 459.9009676846591, 460.34626321231616, 461.9892578125, 460.4081465126812, 460.76322798295456, 461.9328503964553, 460.7399236505682, 460.66259036847015, 459.4530066287879, 458.83079618566177, 458.7393452658582, 464.04319852941177, 500.739549323694, 501.7005597014925, 501.512147845644, 500.63241895988807, 462.9382990056818, 458.922997318097, 431.5103777985075]","[130.7277285447761, 147.2151544744318, 169.17331798041045, 182.46841476212688, 189.7222567471591, 194.53293678977272, 198.00559701492537, 198.51908735795453, 198.8648262593284, 198.67444957386363, 198.6232363572761, 198.7216213852612, 198.8597745028409, 198.7708138992537, 198.11600687966416, 198.58278917910448, 198.294921875, 197.75559303977272, 198.0582116168478, 197.58469460227272, 197.93869850852272, 197.36828066697765, 198.09517045454547, 197.61642957089552, 197.13636363636363, 197.327833488806, 193.7411526352612, 196.9221857244318, 196.67739913712688, 196.58371803977272, 196.4795359141791, 196.6435109608209, 196.2186168323864, 195.9545010653409, 195.91874125466416, 196.24450501399247, 195.63156960227272, 195.58860482742537, 195.3397105823864, 195.35221840018656, 195.14587220149247, 195.00346235795453, 194.7687295942164, 194.55180220170453, 194.6572265625, 193.9663450326493, 194.06685014204547, 193.6668172807836, 193.28967467350745, 193.6839932528409, 193.3388671875, 193.012508616728, 192.6341885653409, 192.7618075284091, 192.40311625466416, 192.4632901278409, 191.3339989505597, 191.8095265858209, 191.15909223414172, 191.4068270596591, 191.21262428977272, 190.82458313899247, 190.8803346548508, 190.82643821022728, 190.2987698227612, 189.6581739738806, 189.87555803571428, 189.87688435299296, 189.1703404017857, 189.07879547574623, 189.3349609375, 188.77270872201493, 188.6746715198864, 188.39280007102272, 187.68500757929104, 187.8157404119318, 187.81728078358208, 187.9287838152985, 187.7225230823864, 187.4521630130597, 186.72265625, 187.01817572294777, 186.07039995335825, 186.3475674715909, 186.16222597947765, 185.80823863636363, 185.6845120102612, 185.44868607954547, 184.7268977378732, 185.28330365349265, 184.9180787852113, 184.3806255501761, 184.017432369403, 183.7211841184701, 183.8545504897388, 183.64870383522728, 184.30030025652985, 183.1505509561567, 182.83860085227272, 183.41233132102272, 183.13743295242537, 182.4413174715909, 182.918799556903, 182.8108575994318, 182.37731215533088, 182.31369850852272, 181.98188920454547, 181.8212599113806, 181.8136077425373, 181.37375710227272, 181.873731926306, 181.80595557369404, 181.18177379261363, 181.0253018465909, 181.101956040112, 180.37278053977272, 180.58160855876864, 180.6034718983209, 180.3834918478261, 179.95386835354478, 179.82790305397728, 179.6513234608209, 179.17251632462686, 179.0743963068182, 178.35264109141792, 178.3419744318182, 178.26518773320896, 177.70876574160448, 178.02906366604478, 178.13065011160714, 177.4750339673913, 177.756591796875, 177.1922940340909, 176.99099864130434, 176.9388066681338, 176.5877685546875, 176.4776903609155, 176.54861886160714, 176.06555893841912, 176.03040660511363, 176.0359552556818, 175.38141324626866, 174.98171164772728, 175.38160615808823, 175.19203814338235, 174.7353515625, 174.44460227272728, 174.75284223414178, 174.83411754261363, 174.31776177705223, 173.97169404871323, 173.8841885653409, 173.3798245102612, 172.0603719682836, 162.3934963852612, 156.9219637784091, 156.56130149147728, 158.63518831623134, 158.7609025186567, 157.52232776988637, 156.15260611007463, 154.6046816697761, 154.2697088068182, 153.74545242537314, 154.68120335820896, 156.3548916903409, 157.86559876399255, 157.6434235074627, 157.4033203125, 155.63245738636363, 155.32509478400735, 154.6736505681818, 153.97392432369404, 154.26194069602272, 153.78699277052235, 152.7976766557836, 152.65061257102272, 152.31121735074626, 144.9446466619318]","[351.02007054570896, 351.62619850852275, 350.8925343983209, 350.3896775886194, 350.31486742424244, 350.13916015625, 349.4440881529851, 350.078125, 349.2090572527985, 348.5725911458333, 349.38396396921644, 348.79729769123134, 348.5060073390151, 348.21791919309703, 348.2743994869403, 348.7608587919776, 349.19588955965907, 348.0750621448864, 347.682716259058, 348.6946614583333, 348.7482984138257, 347.8006937966418, 347.645966500947, 347.1757666744403, 346.92279237689394, 346.9134065998134, 346.5144006529851, 347.11514559659093, 345.7801568330224, 346.4271129261364, 345.9131588152985, 346.2083138992537, 345.4949396306818, 345.9906190814394, 346.10628498134326, 345.7783348880597, 346.65275804924244, 345.7637593283582, 345.0491980350379, 345.48456448227614, 345.03862523320896, 344.54057173295456, 344.72342875466416, 345.2156575520833, 344.44284923041045, 343.96732159514926, 343.8210967092803, 343.0891441231343, 343.5009036847015, 343.58065518465907, 344.044892282197, 343.9369111902574, 343.4622839725379, 343.93022017045456, 343.5992887126866, 342.9573567708333, 343.4626428404851, 342.64823344216416, 343.7341126399254, 343.0331883285985, 342.89817116477275, 342.91970324160445, 342.6081506529851, 342.988799124053, 341.719041511194, 343.0399516091418, 341.7564174107143, 341.5228873239437, 341.41636439732144, 341.3072819496269, 342.134306936553, 341.29999416977614, 342.265625, 341.51655717329544, 339.4889808768657, 339.8649088541667, 340.7479448460821, 340.551174790112, 340.8322236032197, 340.5202017257463, 339.9092980587121, 340.63498425839555, 341.230760261194, 339.4580078125, 340.4254605876866, 340.1608368844697, 339.1956477378731, 340.5510919744318, 339.64202425373134, 340.9192612591912, 339.46316571302816, 339.1193056778169, 339.5491050606343, 339.2138671875, 338.08608325559703, 339.6041222774621, 339.5923944729478, 336.9473676539179, 338.52028586647725, 338.58686967329544, 337.7526673274254, 337.6935369318182, 337.5048828125, 337.64359907670456, 337.32177734375, 338.5017903645833, 336.7132753314394, 337.3427297108209, 337.86927180503733, 337.5714666193182, 337.1605352145522, 336.96012126865674, 337.2015565814394, 336.9629646070076, 337.621487290112, 336.6023023200757, 336.6722539645522, 335.31854885727614, 335.39961220561594, 337.0362056902985, 335.9253669507576, 335.97444904384326, 336.48459363339555, 335.59984611742425, 335.4442630597015, 334.8156368371212, 334.88492595615674, 335.25660272854475, 335.91979069496267, 334.42696707589283, 334.93786798007244, 335.4009650735294, 334.504912405303, 334.7574162137681, 334.82449383802816, 333.87159559461804, 334.99126595510563, 334.2368861607143, 334.04562557444854, 334.07951586174244, 333.89086174242425, 334.1124212919776, 333.4784120501894, 333.8750861672794, 333.86072495404414, 333.94566127232144, 333.53019945549244, 332.8261281483209, 332.80517578125, 333.02289820429104, 332.8428739659926, 332.60357481060606, 332.55101445895525, 333.05022737873134, 332.2030229710821, 332.94944069602275, 332.53329190340907, 332.94455457089555, 331.78397562966416, 331.7971709280303, 332.67308477145525, 331.4469158115672, 331.72318892045456, 332.04997959421644, 331.4505597014925, 332.7644856770833, 330.541409165112, 332.597947761194, 331.3250917376894, 330.4839902935606, 331.1733829273897, 331.30704012784093, 331.4104769123134, 331.0388553503788, 331.6710150419776, 330.4156949626866, 331.5530303030303, 330.52683360541045, 329.9864612926136]","[408.49790111940297, 408.2231297348485, 408.33028218283584, 408.2508453824626, 405.5538589015151, 407.98046875, 408.44980177238807, 408.2837949810606, 408.2872842817165, 408.47318892045456, 408.36307719216416, 408.3550606343284, 408.34889914772725, 408.50737523320896, 408.3798390858209, 408.23554104477614, 408.1913174715909, 408.5353338068182, 408.2890058876812, 408.32818418560606, 408.2423650568182, 408.2275244869403, 407.96049360795456, 408.0992595615672, 408.2638198390151, 405.3218866604478, 408.3040461753731, 408.2889737215909, 408.1728661380597, 407.6505089962121, 407.2648087686568, 407.2786555503731, 406.95729758522725, 407.3286872632576, 407.560692630597, 407.2524195429105, 407.1133996212121, 407.2028626399254, 407.19847892992425, 407.5765508395522, 407.3369577891791, 407.4825698390151, 407.13071361940297, 407.32350852272725, 407.4914587220149, 407.42441114738807, 407.123017282197, 407.0767840485075, 404.8642140858209, 407.3649384469697, 407.638671875, 407.1834214154412, 407.5802260890151, 407.1481711647728, 407.1256121735075, 407.4470584753788, 407.38942980410445, 407.4557486007463, 407.2247259794776, 407.2273319128788, 407.5328776041667, 407.60077541977614, 407.2567922108209, 407.2066169507576, 406.91645289179104, 407.4892723880597, 407.4217354910714, 407.3512048855634, 407.52357700892856, 407.2320137593284, 407.3538411458333, 407.4280550373134, 407.17924360795456, 407.1600082859849, 407.2473180970149, 407.25396543560606, 407.37776935634326, 407.3019764458956, 407.36419862689394, 407.336229011194, 407.4596354166667, 407.2269123134328, 407.3318563432836, 407.22437263257575, 407.1234258395522, 407.2584043560606, 407.0709538246269, 407.32054924242425, 407.44481693097015, 407.24876493566177, 407.6476122359155, 407.3381382042253, 407.3427880130597, 407.2473180970149, 408.37255130597015, 408.4265802556818, 405.39604710820896, 408.0759386660448, 408.20093513257575, 408.09810014204544, 408.4869694496269, 408.29859138257575, 408.1014458955224, 408.27269767992425, 408.3136488970589, 408.3725733901515, 408.2475437973485, 408.3047749533582, 408.1386135727612, 408.032256155303, 408.0628206623134, 408.57369402985074, 408.42879971590907, 408.15062736742425, 408.2472014925373, 408.2401455965909, 408.1138351212687, 408.08614155783584, 408.0993546195652, 408.4554570895522, 408.4021661931818, 408.3645347481343, 408.1335121268657, 408.1195549242424, 408.3667210820896, 408.4443359375, 408.2610482742537, 408.1823402518657, 408.3404850746269, 408.1653180803572, 408.2656533061594, 408.2346622242647, 408.3540778882576, 408.1524286684783, 408.2514304577465, 408.2686903211805, 408.0932548415493, 408.2790178571428, 408.4852653952206, 409.40536221590907, 409.1501242897728, 409.4606168376866, 409.4919211647728, 409.2255859375, 409.2844669117647, 409.4697265625, 409.25221946022725, 409.2864388992537, 409.4364346590909, 409.51308885261193, 409.5479951746324, 409.32546164772725, 409.69674090485074, 409.3687908115672, 409.0911263992537, 409.3898259943182, 409.0162168560606, 409.1275652985075, 409.4737348414179, 409.4090613162879, 409.46426072761193, 409.3972131529851, 409.4874822443182, 409.4613456156716, 409.20845965485074, 409.24408143939394, 409.3418260261194, 409.7206156716418, 409.6774384469697, 409.3350793087121, 409.1315199908088, 409.3594933712121, 409.84905550373134, 410.2931463068182, 410.2717467350746, 410.4102145522388, 410.42631392045456, 410.3817922108209, 410.4544270833333]","[492.7638351212686, 491.6717359138257, 488.61548507462686, 491.1840630830223, 490.4954219933712, 490.88752663352267, 490.3767957089552, 491.1541577888257, 491.7788916744402, 492.8323656486742, 490.9291365438432, 491.5703154151119, 491.8991566051136, 491.8715922341417, 493.007174090485, 493.0226241837686, 492.1383404356061, 492.87157611268935, 493.36034307065216, 491.9422881155303, 491.2129734848485, 492.2153568097014, 491.91091974431816, 489.3995773087686, 489.06816110321967, 489.68926655783577, 487.7232421875, 484.2648792613636, 484.9036001632463, 481.8338304924242, 479.5076550839552, 479.71236881996265, 479.85370205965904, 501.9213512073864, 485.838330806903, 481.5432048740672, 482.7905658143939, 484.1813083022388, 485.5274562026515, 488.2553434001865, 486.7344362173507, 490.54247455018935, 490.0793814132462, 490.8992897727272, 494.17365613339547, 495.1701871501865, 497.6983842329546, 497.3023000233208, 499.2683243936567, 500.8469844933712, 501.9840879498106, 501.6902401194852, 504.4621892755682, 502.4506924715909, 504.4054804104477, 506.6266068892046, 503.84155200559695, 509.9134386660447, 509.8400507229477, 511.2142311789773, 513.8570164535985, 515.0737698227612, 516.7153422341418, 518.9112452651516, 519.6817601445895, 519.4191085587686, 522.3307338169643, 524.0922177596831, 525.2365652901785, 525.4369198927238, 525.9965761126895, 526.7115525886194, 527.553231534091, 527.835546875, 528.4496880830224, 529.2275183475379, 530.3963998367536, 532.49375, 532.5055131392046, 534.0657969916044, 532.1486979166667, 532.9109025186566, 534.2936858675372, 535.3404296875, 531.4276935634327, 536.6814275568182, 537.078565181903, 536.5559540719697, 540.5432486007462, 537.7837028952206, 539.3206783670774, 539.9585387323943, 538.6544746968283, 540.4041977611939, 539.6471431902985, 540.1162642045455, 541.1332876632463, 540.6166365438432, 540.4652373342803, 542.562997159091, 542.1616458722015, 544.1980735085227, 543.8148058535447, 543.9039950284091, 544.7900361902573, 543.9667317708333, 544.2960996685606, 545.8387680736939, 544.8036118236939, 544.8097567471591, 547.4494402985074, 546.3640712453357, 548.8484345407197, 545.4057558001895, 548.2335325326492, 547.479989346591, 546.7348734841418, 547.8163800139924, 549.3187896286232, 550.2488427005597, 547.7270152698864, 548.1408319729477, 549.457952425373, 549.8208540482955, 549.3420767257462, 550.0169063683712, 550.2497697061566, 549.7708168143656, 551.6982159514924, 551.2966238839285, 551.4528617527174, 553.4823041130514, 549.9580906723485, 552.7168025362319, 551.7644228653169, 551.0906195746527, 551.2614244058099, 552.9713588169643, 554.3005342371323, 554.8515565814395, 553.7536635890152, 553.3552384561566, 553.7928740530303, 553.0827033547794, 553.7182588465073, 554.2468191964285, 556.2082386363636, 556.3216563666044, 557.2982895359848, 556.9010348647388, 555.8722972196691, 555.510292376894, 556.8701346781716, 556.8083343050372, 557.8782532649253, 558.1569986979167, 557.5923680160985, 555.6148145988806, 554.8654850746268, 556.4552645596591, 553.339788362873, 554.5873833955224, 554.1575313683712, 553.6063024720148, 554.2552063899253, 552.6204811789773, 554.4058447994403, 554.713919659515, 552.4548561789773, 551.9264559659091, 551.7050321691177, 551.5735617897727, 551.9145172574626, 551.7813772490531, 550.2845324160447, 552.3239447294776, 551.499061908144, 550.9875116604477, 550.585458096591]",BB,B
