ingot_mean,ingot_median,ingot_sum,ingot_skew,ingot_rms,ingot_margin,mould_sum,mould_max,mould_ptp,mould_crest
302.41282121313424,302.4113067208904,39616.07957892059,0.7510313207616585,302.4129924669494,0.0033189569074052,29546.275588308352,227.10228488869865,3.153784997205605,1.0069032931395971
436.7680821640942,478.89705214389534,85169.77602199838,-1.0261973887379672,444.6984107214778,0.0026170370279945,67958.34358863137,353.10713098404256,8.282369699320327,1.013199889992753
302.7691247362167,302.7015296546547,19982.762232590303,0.8924479271345797,302.76952308027955,0.0033204721120427,20214.281766634216,310.0609031883446,12.704064538170996,1.0123104044574147
317.7203338345639,302.42769424229454,58778.26175939433,3.160367974966994,321.92193784009703,0.004992651583023,61657.74821270229,337.3752541738013,8.931175940294338,1.0122565821180949
302.21124185083016,302.1713465860445,29012.279217679697,0.3482720841529171,302.2113420151193,0.0033163910598881,16999.651422369127,178.5347316576087,2.4227212766155333,1.0082127057047257
314.8156011872542,302.3723540434966,42185.290559092056,3.671883673651177,318.3522724014695,0.0051613614321212,51340.88758521729,395.9109744510135,23.118073517853816,1.033170601770417
302.1433482281212,302.11796638944736,53781.515984605576,0.4909377975767941,302.1434506328031,0.0033198541818087,31807.017786112017,179.86441834332192,2.540065817636986,1.006560913611232
302.13186566543,302.0765330693493,906.39559699629,1.1876734645490328,302.1319064598669,0.0033121562233267,572.9547481449772,191.2532552083333,0.4125419163812296,1.0014045328879615
302.41793670602544,302.40919325086804,28729.70398707242,-0.0190660075762917,302.4180863516416,0.0033141353892829,14300.367248194889,152.05579783818493,2.54173801369862,1.0101293267336953
321.94673208864856,298.02878639914775,61491.82582893188,2.031146940790835,327.1704680780296,0.0047060696025841,63459.17255200575,359.72230302526594,202.1774023798855,1.067820609408012
332.7429632550705,302.4584048960885,35270.75410503747,1.9199663094674075,339.8157034805938,0.0044868060467003,34639.94176519528,333.14906529017856,8.843876312138036,1.019448225054533
346.0122282622821,302.45361328125,43597.540761047545,1.4881901377543472,356.35713127834487,0.0043177223884873,43683.65508347852,353.94660101996527,11.464504665798586,1.0208842455760618
485.169747904402,504.6918477097603,79082.66890841752,-2.671816133830325,488.9421464695528,0.0021783129119865,53365.791938278926,329.4490448416096,3.378556017824792,1.0062645797519598
507.0213150656527,507.23659567636986,34984.47073953004,-0.0442903954996015,507.0258963502947,0.0019865480696272,22509.295258678496,327.40562125428085,2.8728328339041127,1.0036279727846344
475.3454279781689,489.1430096293605,64171.6327770528,-3.4200229316084254,477.62882847190895,0.0021940110048007,45632.33521556006,342.4018130095109,6.437882133152186,1.012965252101273
481.2733107678513,488.9397173014818,90479.38242435604,-3.7010141800790337,483.1869919926349,0.0024858415774222,63696.271168113184,341.87107252038044,5.026112432065247,1.0090308789237368
302.36936332365286,302.3077629472567,15118.468166182643,1.482365875031222,302.36949168592616,0.0033183191951741,10978.83827361696,221.0781521267361,2.5499131944444,1.006834755482088
302.6480875237737,302.69194302493577,7263.554100570569,0.3176306345256321,302.6483403051646,0.0033145646342333,9255.87292230906,386.6455078125,2.026711047535173,1.002551123262844
302.182442320402,302.17420789930554,37168.44040540945,0.3780873293164081,302.1825219722536,0.0033158930964394,24871.95899940397,203.6328125,3.025948660714306,1.007026305932216
484.686329097333,494.1700236002605,87728.22556661727,-4.00347985420789,486.62396825116383,0.0021451534423606,63181.02468155069,352.08251953125,5.156688201121767,1.0086365510960535
360.4196420817072,302.5634435896199,56946.30344890973,0.93059234466917,371.32558499321465,0.0038813931563892,51523.39132879632,332.2901059503425,8.106806506849352,1.018987450413267
302.3442494026773,302.31534390836146,50793.8338996498,0.4414903486273299,302.3443793101894,0.003316826652999,35199.55929219314,211.62109375,3.8960774739583135,1.0100148587756246
354.0897670958604,302.8752507390203,33992.6176412026,0.9579199931021136,363.1271037787983,0.0038557829209228,33026.49064673044,349.77329799107144,16.001626330112515,1.016631772615449
302.46269646110954,302.48040093315973,907.3880893833286,-1.7320413138073951,302.4626975014048,0.003306387102658,649.0095834883432,217.05322265625,1.1630588107639142,1.0033100619428232
477.7542241590522,485.9592249773551,85040.2519003113,-3.918006623264607,479.54529966518805,0.0021867874059662,61135.293314603216,346.52554598721593,5.387308139993706,1.008930847812905
474.41887508222726,488.88237847222223,74483.76338790968,-3.278014936331303,476.9069574567071,0.0022067747163377,53385.13805419458,343.41417100694446,5.796983506944457,1.009936784630573
302.6504036794256,302.5680954391892,59622.129524846845,1.6186221822481106,302.65076939954366,0.0033301711512819,65273.67132274548,339.3183459974315,21.709703419306493,1.023980565617148
297.8144867260994,297.8627232142857,55095.68004432839,-0.3413076862999454,297.815035208734,0.0033745330990818,36515.51583374501,199.2823327105978,4.324650418931185,1.0096240453587095
302.6539550442533,302.58056640625,34199.89692000062,1.0539017466631198,302.65424057071914,0.0033204590327508,32780.66605603992,364.5306561444257,208.6742504222973,1.1966214157760835
305.6283530792363,302.3342327312664,49511.79319883628,7.365970419366229,306.56906756885803,0.005318614003367,53641.16207140521,337.0120486697635,8.89239969716067,1.0177963910474543
302.34006449683113,302.3097022804054,42932.28915855002,0.4431847695121337,302.34019689373,0.0033160080274522,30337.2233302358,215.02530809859155,3.18316810703746,1.0064677623347136
302.31180494353447,302.28722977311645,4232.365269209483,0.3966341479730828,302.31194743415426,0.0033147002687226,2547.443241393056,182.7454472931338,1.3927744549488636,1.0043126183919864
309.3035485244061,302.3630870894573,55056.0316373443,5.238151990080087,311.5324754098036,0.0054411550453627,40056.88183193993,416.7783994932432,262.9962829659545,1.6602167833078143
306.9552652937275,302.7081945332095,22100.77910114838,5.874543155728099,307.9486226084815,0.0048534567421141,27114.76137157248,380.0577799479167,10.079719160245476,1.0091666328885498
436.4484175133905,479.3754155585106,76378.47306484333,-1.0619427096176075,444.262832164033,0.0026053261126086,60007.39255147908,345.4296875,4.771592881944457,1.0073748021261433
366.67919651331306,302.546861436632,59035.3506386434,0.7399009753281963,377.81037690426245,0.0037270620005415,53224.3620018059,337.10603060787673,9.3943974743151,1.0197179411482702
297.7670612755545,297.7792358398437,56277.974581079805,0.11742325831359,297.7677446724612,0.0033794683793098,42093.43914848044,225.3679865056818,5.125662741146925,1.0118965464661296
297.6929823706682,297.7939628832268,19052.350871722763,-0.5788577900830357,297.6937200370074,0.0033718887475437,21480.605674014416,336.7656017485119,2.5090846885629503,1.0033685409150666
297.785621235102,297.76074342053346,55983.696792199175,0.2423779358810083,297.78643441650416,0.0033778972931477,38682.97893989518,207.69722316576087,4.385949063367264,1.009403669572658
297.8539828333159,297.86437516055673,54805.13284133013,-0.2596754709466616,297.85466543941374,0.003373109044868,38696.72947577261,212.41373697916663,4.066616881127402,1.0100020105286691
473.0292129605247,491.24013048537233,53452.301064539286,-2.940715052635216,475.9788281397337,0.002219132968658,38321.8345663446,342.5344981317935,5.884107506793498,1.010027951139703
501.1820464885047,501.1158784906915,25560.284370913738,0.0059365938599308,501.1851795635709,0.0020111821870493,17255.04420010415,339.5730251736111,2.481270757850212,1.0036599071298304
491.5498550614517,491.5209626498288,21628.19362270387,0.2293926489093631,491.5509501957168,0.0020458016912114,16482.582139411934,377.2595761427239,6.055795641867746,1.007079450897468
302.2915615079336,302.32751839958,6045.831230158672,-0.0404248955049042,302.2916095591601,0.0033114557990059,3100.960628679778,155.89434649493242,1.6100084459459367,1.005454504397225
297.7641895813339,297.78409090909093,52108.73317673343,-0.1291451496588588,297.76496968136223,0.0033760941037026,35603.93257335806,205.2697172619048,4.349085159632068,1.0089298241736744
