ingot_mean,ingot_median,ingot_max,ingot_min,ingot_std,ingot_var,ingot_sum,ingot_skew,ingot_kurt,ingot_mode,ingot_ptp,ingot_iqr,ingot_sem,mould_mean,mould_median,mould_max,mould_min,mould_std,mould_var,mould_sum,mould_skew,mould_kurt,mould_mode,mould_ptp,mould_iqr,mould_sem,oil_pressure_mean,oil_pressure_median,oil_pressure_max,oil_pressure_min,oil_pressure_std,oil_pressure_var,oil_pressure_sum,oil_pressure_skew,oil_pressure_kurt,oil_pressure_mode,oil_pressure_ptp,oil_pressure_iqr,oil_pressure_sem,bucket_mean,bucket_median,bucket_max,bucket_min,bucket_std,bucket_var,bucket_sum,bucket_skew,bucket_kurt,bucket_mode,bucket_ptp,bucket_iqr,bucket_sem
403.2895044191794,488.22004762414383,497.5056393045775,301.78288640202703,94.6181895935768,8952.601801966044,59283.55714961937,-0.1095468440530958,-1.9926410442010256,302.6594606164384,195.7227529025505,191.0094209425524,7.803976747440945,312.1277693909757,312.31689453125,317.5517314189189,305.0427074163732,2.828939386539324,8.002898052713482,45882.78210047343,-0.4029649793015444,-0.3297071121159951,315.82554408482144,12.509024002545686,3.81323597717477,0.2333269880485161,408.8750064215709,409.1090846706081,409.6411476672535,408.0954355736301,0.507422827875863,0.2574779262495377,60104.625943970925,-0.1135688202770975,-1.767209575090822,409.3677417652027,1.545712093623422,0.9797711277946064,0.0418515294667272,540.184789038134,544.515964673913,556.1256277901786,342.83717799831084,21.48860729633389,461.7602435360541,79407.1639886057,-6.205669860517399,50.6354328268298,556.1256277901786,213.2884497918677,3.480459285998222,1.7723504581497895
499.4999056939514,500.7090904190311,505.3767266757246,374.0247347248134,13.330955248951335,177.71436784954318,46952.99113523143,-9.148911968386166,86.92305216309454,505.03369140625,131.3519919509112,4.443784726239187,1.374983047669359,253.98699575864995,253.973974070713,255.60267857142856,252.4607959692029,0.6824415492333541,0.4657264681200205,48257.52919414349,-0.023651396756172,-0.4746707363694904,253.2763671875,3.1418826022256496,0.9702420469876074,0.049509513605708,426.8482924824202,426.6338341977416,427.8150033010563,423.0720584753788,0.618978118463751,0.3831339111369253,81101.17557165983,-1.3838773104639177,6.810613006353684,427.4305778952206,4.742944825677512,1.0266342971461313,0.0449053924283232,589.7438819155946,596.5287908079397,602.8511021205358,534.8267726089016,17.478944126365096,305.5134877725929,112051.33756396302,-2.1257717428496785,3.195960521123148,538.67880859375,68.02432951163416,7.31289841989917,1.268055884067776
302.1380716273436,302.1155444995777,302.6466163429054,301.58724850171234,0.2153217646201692,0.0463634623191435,13898.351294857806,0.0751029949827724,0.2543833309922521,302.174858197774,1.0593678411930796,0.297052676719602,0.031747462178322,183.89359232049728,183.84983843357867,184.74499339788733,183.1935573268581,0.387750241572427,0.1503502498394754,8459.105246742874,0.130030765952043,-0.2931293822572827,183.7439132063356,1.5514360710292294,0.5047466377410501,0.0571706541169725,100.69776165189585,100.69610242217664,100.93776755136986,100.57340054898648,0.0672598318250304,0.0045238849771313,4632.097035987209,0.7884261222153809,2.4752723858063974,100.66352739726028,0.3643670023833749,0.0781155006702789,0.0099169211749318,243.47813043069223,243.4298293654983,244.8540434966216,242.8576144366197,0.3687268799252921,0.1359595119794408,11199.993999811844,1.0386337773628314,2.9894432975081746,243.4812446489726,1.9964290600019008,0.4351681330596193,0.0543658124630769
483.041394443781,483.0891020401664,495.2476607921512,445.6162109375,7.622749640785035,58.10631208608838,96608.2788887562,-0.7671330671916292,2.240517888200245,454.3400065104167,49.63144985465118,11.713841756184877,0.5390097962286416,330.48458146319683,330.3152093038302,333.5638982599432,328.23048909505206,0.9619725625590096,0.9253912111163476,66096.91629263936,0.508002834970054,-0.0307747821159458,329.9073375355114,5.333409164891123,1.229503630415536,0.0680217322300875,423.4849691919813,423.4881145749017,423.9083563112745,422.9472212357954,0.1739302204536486,0.0302517215870548,84696.99383839626,-0.1184450144325367,0.0191382086065092,423.4765625,0.961135075479092,0.2336965981850767,0.0122987238336046,550.1548037144307,559.9239095052084,564.2567510190217,502.2859873670213,18.011579402126383,324.4169925591034,110030.96074288616,-1.3791029767172436,0.4458713472937767,559.9239095052084,61.97076365200047,18.310231005863898,1.2736109935123507
302.6728447893348,302.6137068464949,303.5793728298611,301.7277129708904,0.4118939420508858,0.1696566194982184,22397.79051441077,0.3147302778216899,-0.3725117763265055,302.50026755136986,1.8516598589706632,0.5573951281486416,0.047881698176299,376.6343648095532,376.5786791604663,378.3571055237676,375.3106011284722,0.5923429048917478,0.3508701169755941,27870.94299590693,0.4046249590182253,0.1199514377700943,376.59214564732144,3.0465043952954147,0.760966641222069,0.0688584640203204,438.52753167977886,438.35424984024473,439.5236545138889,437.8818088107639,0.4400492533495679,0.1936433453735122,32451.03734430364,0.9240699443091872,-0.593628875505289,438.603515625,1.641845703125,0.6841070212910836,0.0511546866328679,538.4423937049714,538.4107462565104,541.4431720890411,535.4626632063356,1.497028331957117,2.241093826682308,39844.73713416789,0.0833151996378518,-1.0437066494144325,540.47998046875,5.9805088827055215,2.4588849985975685,0.1740260087226133
496.9609375093724,499.693115234375,504.2718694982394,406.2046554337687,15.281911657325896,233.5368239023131,37272.07031320294,-5.773934909949735,33.120594952974386,406.47900390625,98.0672140644707,3.916587193391706,1.7646031618178368,255.2960125257873,255.20856584821428,258.3887447527985,253.3757672991072,0.8778023841773855,0.7705370256675023,44676.80219201278,0.5747304933881654,0.8211323882061654,254.9584242876838,5.01297745369132,1.162279316494789,0.0663556231083697,426.01683389198894,426.3157835144928,426.9013671875,422.8876224347015,0.5910379714240361,0.3493258836650398,74552.94593109806,-1.1261204474359643,2.725888630450172,426.53515625,4.013744752798516,1.0502945517654894,0.0446782710795457,578.9371488402137,585.7925337357955,591.6689673195423,531.3760812952899,16.0672456277696,258.15638206308137,101314.0010470374,-2.0066825075540287,2.5874011374613963,586.7200120192308,60.292886024252425,6.303882103166188,1.2145696052819503
451.6047195973934,452.2919921875,458.2454969618056,416.91869773327466,4.85234722402314,23.54527358248507,58257.008828063765,-3.2907511717633966,20.73845455564272,416.91869773327466,41.32679922853095,6.205298195422529,0.4272253511197798,246.49023848121124,246.4716227049799,248.6847795758929,244.3126763237848,0.6526577246984302,0.4259621056085319,39438.43815699378,0.0719560224073457,1.43612511841442,246.5642193001761,4.372103252108076,0.7828471345505079,0.0515971235637542,418.5332153152755,418.53597523261226,418.9514508928572,418.1158949908088,0.1643010591573641,0.0269948380402316,66965.31445044409,0.0295434021301762,-0.3138567573210471,418.33959617077466,0.8355559020484407,0.2207366513534339,0.0129891392228833,572.3105788659439,579.4911274259052,585.4448676215277,525.7287852112677,16.332858498397282,266.76226672866835,91569.692618551,-1.953555936001024,2.34845803281456,579.655322953345,59.716082410260015,6.199970334607201,1.291225838904325
505.85260796592894,507.48876224347015,513.74951171875,454.5432559742647,9.50626855122467,90.36914176800316,65254.9864276048,-4.14678358403007,18.33094376066396,454.5432559742647,59.2062557444853,5.174721209294376,0.8369802761700534,321.53367965855995,321.48592862215907,325.151658698694,319.37004320549244,0.9447491678763408,0.8925509902030385,49194.65298775966,0.341197338697153,0.6002057065635227,321.57561800373134,5.781615493201571,1.2157893946460945,0.0763784433111479,429.5016974166069,429.5114524147728,430.0136135727612,428.35491487873134,0.1936282247295042,0.0374918894118994,65713.75970474083,-1.267207932685062,7.048763675233232,429.49472364738807,1.6586986940298516,0.2633759469697452,0.0156539141698152,569.7169590336707,575.7192484841418,598.3594874526516,515.2437208488806,15.640449893961812,244.62367288553008,87166.69473215159,-2.328043569453978,4.442202169412129,521.2422195662313,83.11576660377102,4.559942872639567,1.2644554302938258
442.6665507414152,443.3053683428697,446.9616593070652,390.2657625440141,6.490690413264917,42.12906204084911,31871.991653381898,-7.593168705573596,61.99662299772757,445.96902508802816,56.69589676305111,2.5451022475513696,0.7649352009670229,250.1202509754214,250.23911597023547,251.45069795496323,247.99173990885416,0.6438462254727291,0.4145379620554802,38018.27814826404,-0.5877884005737729,0.1417118740945562,250.8366802376761,3.4589580461090748,0.8902213942836568,0.0522228248429317,419.3768904939843,419.54826815166166,420.0129464285714,416.4404721467391,0.5281300822746103,0.2789213838033866,63745.28735508562,-2.825517471335508,11.353971499111086,419.5389799735916,3.572474281832285,0.266580197614644,0.0428370062442469,578.9976460980988,584.6054284137228,591.35998046875,532.6859933035714,14.470166718868638,209.3857248718536,88007.64220691094,-2.2680140616528788,3.774837550339093,584.7326914612677,58.67398716517857,4.491940132572495,1.173685504566967
499.674121422786,500.32791372834896,508.32284864738807,406.2729704483696,8.911281289923153,79.41093422813447,73951.76997057235,-7.893510569101251,82.57806117132925,507.1604275173611,102.04987819901844,8.028682261430504,0.7325028098282723,255.69284848848167,255.5220331765088,262.97247992621527,253.0595557369403,1.3180977486713168,1.7373816750523936,42445.012849087936,2.285201667619769,7.959736353598608,254.8756651947464,9.912924189274976,1.2237289304701733,0.1023042260563576,425.9213237093484,425.8927444625687,426.85727611940297,421.9278218283582,0.6044998070846191,0.3654200167653417,70702.93973575177,-1.6776290878393672,9.711768391124089,426.63137637867646,4.929454291044749,0.981480394936682,0.0469182843058103,579.4297858450902,587.2961397058823,592.509286221591,533.3151239809782,16.86722884762763,284.5034089982417,96185.34445028496,-1.8492746761414844,1.925538249458254,588.5748621323529,59.19416224061274,9.28172927204173,1.309150853729521
